IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
104.25.228.210,4,4,0.00,224.75,0.00,LAX
104.26.15.153,4,4,0.00,224.75,0.00,LAX
104.18.62.33,4,4,0.00,224.75,0.00,LAX
172.64.90.0,4,4,0.00,224.77,0.00,LAX
104.24.201.75,4,4,0.00,224.79,0.00,LAX
172.67.215.42,4,4,0.00,224.83,0.00,LAX
104.17.91.188,4,4,0.00,224.85,0.00,LAX
104.25.99.104,4,4,0.00,224.85,0.00,LAX
104.24.227.88,4,4,0.00,224.86,0.00,LAX
172.64.176.247,4,4,0.00,224.87,0.00,LAX
198.41.199.241,4,4,0.00,224.89,0.00,LAX
104.21.58.15,4,4,0.00,224.89,0.00,LAX
172.67.186.130,4,4,0.00,224.90,0.00,LAX
104.24.73.158,4,4,0.00,224.90,0.00,LAX
104.27.9.95,4,4,0.00,224.93,0.00,LAX
104.18.120.172,4,4,0.00,224.93,0.00,LAX
104.16.125.244,4,4,0.00,224.94,0.00,LAX
104.19.22.16,4,4,0.00,224.95,0.00,LAX
172.66.215.172,4,4,0.00,224.95,0.00,SJC
104.17.162.9,4,4,0.00,224.96,0.00,LAX
172.67.94.63,4,4,0.00,224.96,0.00,LAX
172.66.156.244,4,4,0.00,224.97,0.00,LAX
104.25.199.50,4,4,0.00,224.98,0.00,LAX
104.25.76.141,4,4,0.00,224.99,0.00,LAX
104.20.13.46,4,4,0.00,224.99,0.00,LAX
198.41.192.73,4,4,0.00,225.00,0.00,LAX
104.19.237.4,4,4,0.00,225.01,0.00,LAX
162.159.39.26,4,4,0.00,225.04,0.00,LAX
172.67.97.34,4,4,0.00,225.04,0.00,LAX
104.24.62.32,4,4,0.00,225.06,0.00,LAX
104.24.187.171,4,4,0.00,225.07,0.00,LAX
104.17.102.185,4,4,0.00,225.08,0.00,LAX
104.17.44.14,4,4,0.00,225.08,0.00,LAX
104.25.70.77,4,4,0.00,225.09,0.00,LAX
104.18.0.207,4,4,0.00,225.09,0.00,LAX
104.21.18.164,4,4,0.00,225.10,0.00,LAX
104.24.180.14,4,4,0.00,225.10,0.00,LAX
104.19.211.113,4,4,0.00,225.12,0.00,LAX
104.16.220.195,4,4,0.00,225.12,0.00,LAX
104.19.21.212,4,4,0.00,225.12,0.00,LAX
104.20.52.231,4,4,0.00,225.13,0.00,LAX
104.21.221.52,4,4,0.00,225.15,0.00,LAX
104.25.182.60,4,4,0.00,225.15,0.00,LAX
172.67.167.177,4,4,0.00,225.17,0.00,LAX
172.66.130.127,4,4,0.00,225.17,0.00,LAX
104.17.62.76,4,4,0.00,225.18,0.00,LAX
104.18.45.60,4,4,0.00,225.19,0.00,LAX
104.19.167.240,4,4,0.00,225.20,0.00,LAX
162.159.196.93,4,4,0.00,225.24,0.00,LAX
104.21.99.219,4,4,0.00,225.24,0.00,LAX
162.159.230.0,4,4,0.00,225.26,0.00,LAX
104.19.106.163,4,4,0.00,225.27,0.00,LAX
104.24.132.248,4,4,0.00,225.27,0.00,LAX
104.16.130.237,4,4,0.00,225.28,0.00,LAX
172.66.148.18,4,4,0.00,225.29,0.00,LAX
172.67.110.119,4,4,0.00,225.30,0.00,LAX
104.21.223.144,4,4,0.00,225.31,0.00,LAX
104.18.115.251,4,4,0.00,225.33,0.00,LAX
104.26.6.103,4,4,0.00,225.34,0.00,LAX
104.21.39.115,4,4,0.00,225.35,0.00,LAX
198.41.204.166,4,4,0.00,225.36,0.00,LAX
104.25.253.176,4,4,0.00,225.37,0.00,LAX
104.27.95.18,4,4,0.00,225.37,0.00,LAX
104.21.209.30,4,4,0.00,225.38,0.00,LAX
104.21.113.129,4,4,0.00,225.41,0.00,LAX
104.19.26.190,4,4,0.00,225.42,0.00,LAX
104.17.99.121,4,4,0.00,225.43,0.00,LAX
104.18.226.205,4,4,0.00,225.46,0.00,LAX
104.27.98.62,4,4,0.00,225.47,0.00,LAX
104.20.55.121,4,4,0.00,225.50,0.00,LAX
172.64.188.2,4,4,0.00,225.50,0.00,LAX
108.162.195.102,4,4,0.00,225.54,0.00,LAX
104.25.192.31,4,4,0.00,225.56,0.00,LAX
104.16.8.196,4,4,0.00,225.57,0.00,LAX
104.27.59.143,4,4,0.00,225.61,0.00,LAX
172.65.171.74,4,4,0.00,225.62,0.00,LAX
104.24.47.114,4,4,0.00,225.66,0.00,LAX
172.64.184.9,4,4,0.00,225.67,0.00,LAX
172.67.156.250,4,4,0.00,225.68,0.00,LAX
104.19.201.19,4,4,0.00,225.70,0.00,LAX
104.18.158.18,4,4,0.00,225.72,0.00,LAX
104.25.64.199,4,4,0.00,225.72,0.00,LAX
172.67.157.81,4,4,0.00,225.73,0.00,LAX
104.17.155.58,4,4,0.00,225.74,0.00,LAX
104.19.247.94,4,4,0.00,225.76,0.00,LAX
104.19.133.13,4,4,0.00,225.76,0.00,LAX
172.66.195.73,4,4,0.00,225.77,0.00,SJC
162.159.158.145,4,4,0.00,225.78,0.00,LAX
104.27.198.64,4,4,0.00,225.78,0.00,LAX
104.19.148.91,4,4,0.00,225.78,0.00,LAX
104.19.33.119,4,4,0.00,225.79,0.00,LAX
172.67.153.59,4,4,0.00,225.81,0.00,LAX
104.24.228.37,4,4,0.00,225.82,0.00,LAX
104.25.68.181,4,4,0.00,225.83,0.00,LAX
162.159.23.100,4,4,0.00,225.83,0.00,LAX
104.21.112.15,4,4,0.00,225.85,0.00,LAX
104.25.210.238,4,4,0.00,225.88,0.00,LAX
104.16.232.152,4,4,0.00,225.89,0.00,LAX
104.16.180.36,4,4,0.00,225.90,0.00,LAX
104.19.204.17,4,4,0.00,225.94,0.00,LAX
104.19.72.248,4,4,0.00,225.96,0.00,LAX
104.16.17.223,4,4,0.00,225.97,0.00,LAX
104.27.94.67,4,4,0.00,225.98,0.00,LAX
104.20.36.187,4,4,0.00,225.99,0.00,LAX
104.18.249.5,4,4,0.00,226.00,0.00,LAX
104.25.61.168,4,4,0.00,226.00,0.00,LAX
104.27.82.217,4,4,0.00,226.00,0.00,LAX
172.66.43.103,4,4,0.00,226.00,0.00,LAX
162.159.1.117,4,4,0.00,226.02,0.00,LAX
104.18.39.48,4,4,0.00,226.03,0.00,LAX
104.18.40.229,4,4,0.00,226.03,0.00,LAX
104.18.162.116,4,4,0.00,226.07,0.00,LAX
104.19.178.18,4,4,0.00,226.08,0.00,LAX
104.24.86.194,4,4,0.00,226.09,0.00,LAX
104.17.252.15,4,4,0.00,226.09,0.00,LAX
172.65.55.180,4,4,0.00,226.11,0.00,LAX
104.25.44.133,4,4,0.00,226.11,0.00,LAX
104.17.214.183,4,4,0.00,226.12,0.00,LAX
104.25.101.28,4,4,0.00,226.12,0.00,LAX
104.17.242.106,4,4,0.00,226.13,0.00,LAX
172.64.40.34,4,4,0.00,226.13,0.00,LAX
104.16.140.65,4,4,0.00,226.14,0.00,LAX
104.17.170.123,4,4,0.00,226.15,0.00,LAX
104.18.136.208,4,4,0.00,226.15,0.00,LAX
172.67.68.160,4,4,0.00,226.15,0.00,LAX
104.24.41.76,4,4,0.00,226.15,0.00,LAX
104.19.227.62,4,4,0.00,226.18,0.00,LAX
104.19.11.53,4,4,0.00,226.19,0.00,LAX
162.159.36.201,4,4,0.00,226.20,0.00,LAX
104.24.72.195,4,4,0.00,226.20,0.00,LAX
104.25.88.246,4,4,0.00,226.21,0.00,LAX
172.67.224.63,4,4,0.00,226.23,0.00,LAX
141.101.122.209,4,4,0.00,226.23,0.00,LAX
162.159.145.143,4,4,0.00,226.24,0.00,LAX
162.159.242.216,4,4,0.00,226.24,0.00,LAX
104.17.182.180,4,4,0.00,226.27,0.00,LAX
104.19.101.88,4,4,0.00,226.27,0.00,LAX
104.27.19.92,4,4,0.00,226.35,0.00,LAX
104.24.240.254,4,4,0.00,226.36,0.00,LAX
104.21.89.7,4,4,0.00,226.36,0.00,LAX
104.19.173.214,4,4,0.00,226.36,0.00,LAX
104.18.198.21,4,4,0.00,226.38,0.00,LAX
104.25.27.33,4,4,0.00,226.39,0.00,LAX
104.25.163.20,4,4,0.00,226.39,0.00,LAX
104.16.127.140,4,4,0.00,226.41,0.00,LAX
104.24.205.43,4,4,0.00,226.42,0.00,LAX
104.21.225.38,4,4,0.00,226.43,0.00,LAX
172.67.154.197,4,4,0.00,226.44,0.00,LAX
104.25.79.28,4,4,0.00,226.44,0.00,LAX
104.19.34.29,4,4,0.00,226.45,0.00,LAX
172.65.253.32,4,4,0.00,226.45,0.00,LAX
162.159.235.111,4,4,0.00,226.46,0.00,LAX
104.24.185.41,4,4,0.00,226.47,0.00,LAX
162.159.237.102,4,4,0.00,226.52,0.00,SJC
104.19.39.105,4,4,0.00,226.53,0.00,LAX
104.21.28.115,4,4,0.00,226.53,0.00,LAX
172.64.145.204,4,4,0.00,226.55,0.00,LAX
104.24.20.31,4,4,0.00,226.55,0.00,LAX
104.25.198.119,4,4,0.00,226.56,0.00,LAX
104.17.202.119,4,4,0.00,226.60,0.00,LAX
172.67.235.249,4,4,0.00,226.62,0.00,LAX
104.19.219.111,4,4,0.00,226.63,0.00,LAX
172.66.173.16,4,4,0.00,226.67,0.00,LAX
104.17.94.153,4,4,0.00,226.67,0.00,LAX
104.20.9.37,4,4,0.00,226.68,0.00,LAX
104.16.221.80,4,4,0.00,226.72,0.00,LAX
104.17.161.162,4,4,0.00,226.74,0.00,LAX
104.25.11.237,4,4,0.00,226.75,0.00,LAX
104.17.249.175,4,4,0.00,226.76,0.00,LAX
104.19.19.214,4,4,0.00,226.78,0.00,LAX
162.159.91.107,4,4,0.00,226.79,0.00,LAX
162.159.233.60,4,4,0.00,226.81,0.00,LAX
104.25.252.88,4,4,0.00,226.84,0.00,LAX
104.17.208.17,4,4,0.00,226.85,0.00,LAX
104.17.243.107,4,4,0.00,226.85,0.00,LAX
104.16.23.185,4,4,0.00,226.85,0.00,LAX
104.17.248.122,4,4,0.00,226.85,0.00,LAX
104.16.219.50,4,4,0.00,226.86,0.00,LAX
172.66.205.98,4,4,0.00,226.88,0.00,LAX
162.159.9.122,4,4,0.00,226.88,0.00,LAX
104.24.60.202,4,4,0.00,226.89,0.00,LAX
104.16.213.209,4,4,0.00,226.89,0.00,LAX
104.18.195.212,4,4,0.00,226.90,0.00,LAX
104.16.211.175,4,4,0.00,226.90,0.00,LAX
104.25.248.121,4,4,0.00,226.92,0.00,LAX
104.27.40.0,4,4,0.00,226.93,0.00,LAX
104.24.246.32,4,4,0.00,226.94,0.00,LAX
104.17.232.226,4,4,0.00,226.96,0.00,LAX
104.19.156.202,4,4,0.00,226.96,0.00,LAX
104.21.65.237,4,4,0.00,226.96,0.00,LAX
104.21.19.72,4,4,0.00,226.97,0.00,LAX
104.16.141.108,4,4,0.00,226.98,0.00,LAX
104.17.231.130,4,4,0.00,226.98,0.00,LAX
172.64.150.204,4,4,0.00,227.00,0.00,LAX
104.17.189.26,4,4,0.00,227.00,0.00,LAX
104.16.79.192,4,4,0.00,227.02,0.00,LAX
198.41.195.131,4,4,0.00,227.04,0.00,LAX
172.64.148.224,4,4,0.00,227.04,0.00,LAX
104.18.2.178,4,4,0.00,227.05,0.00,LAX
104.19.4.147,4,4,0.00,227.06,0.00,LAX
104.24.184.94,4,4,0.00,227.10,0.00,LAX
104.16.113.20,4,4,0.00,227.11,0.00,LAX
104.17.144.46,4,4,0.00,227.13,0.00,LAX
104.18.171.54,4,4,0.00,227.15,0.00,LAX
104.18.69.176,4,4,0.00,227.19,0.00,LAX
104.19.45.111,4,4,0.00,227.19,0.00,LAX
104.16.22.181,4,4,0.00,227.19,0.00,LAX
172.66.136.186,4,4,0.00,227.20,0.00,LAX
104.27.84.91,4,4,0.00,227.22,0.00,LAX
104.18.157.194,4,4,0.00,227.23,0.00,LAX
104.19.183.147,4,4,0.00,227.23,0.00,LAX
104.16.76.67,4,4,0.00,227.24,0.00,LAX
104.17.153.193,4,4,0.00,227.24,0.00,LAX
104.24.159.145,4,4,0.00,227.26,0.00,LAX
104.24.76.41,4,4,0.00,227.27,0.00,LAX
188.114.99.33,4,4,0.00,227.28,0.00,LAX
104.21.0.43,4,4,0.00,227.28,0.00,LAX
104.24.85.240,4,4,0.00,227.29,0.00,LAX
104.19.144.1,4,4,0.00,227.37,0.00,LAX
104.16.195.20,4,4,0.00,227.37,0.00,LAX
104.18.23.251,4,4,0.00,227.38,0.00,LAX
104.16.129.199,4,4,0.00,227.39,0.00,LAX
162.159.152.196,4,4,0.00,227.40,0.00,LAX
104.19.149.86,4,4,0.00,227.42,0.00,LAX
104.18.210.213,4,4,0.00,227.48,0.00,LAX
104.19.254.233,4,4,0.00,227.49,0.00,LAX
104.17.100.30,4,4,0.00,227.51,0.00,LAX
104.25.22.5,4,4,0.00,227.52,0.00,LAX
172.64.235.217,4,4,0.00,227.54,0.00,LAX
104.19.0.32,4,4,0.00,227.55,0.00,LAX
104.24.55.111,4,4,0.00,227.55,0.00,LAX
104.16.77.195,4,4,0.00,227.57,0.00,LAX
104.17.152.36,4,4,0.00,227.57,0.00,LAX
104.24.75.64,4,4,0.00,227.59,0.00,LAX
104.25.49.100,4,4,0.00,227.62,0.00,LAX
104.18.54.142,4,4,0.00,227.63,0.00,LAX
104.25.212.45,4,4,0.00,227.64,0.00,LAX
104.20.23.1,4,4,0.00,227.68,0.00,LAX
172.66.170.117,4,4,0.00,227.68,0.00,LAX
104.24.236.64,4,4,0.00,227.69,0.00,LAX
104.24.45.253,4,4,0.00,227.69,0.00,LAX
104.17.240.30,4,4,0.00,227.74,0.00,LAX
104.27.206.222,4,4,0.00,227.74,0.00,LAX
172.67.144.219,4,4,0.00,227.74,0.00,LAX
104.16.196.228,4,4,0.00,227.75,0.00,LAX
104.24.143.133,4,4,0.00,227.77,0.00,LAX
104.27.36.248,4,4,0.00,227.78,0.00,LAX
104.25.42.145,4,4,0.00,227.78,0.00,LAX
104.16.233.56,4,4,0.00,227.78,0.00,LAX
172.67.163.156,4,4,0.00,227.81,0.00,LAX
104.21.12.0,4,4,0.00,227.82,0.00,LAX
104.24.250.221,4,4,0.00,227.83,0.00,LAX
104.25.26.188,4,4,0.00,227.87,0.00,LAX
104.26.13.110,4,4,0.00,227.88,0.00,LAX
104.27.57.120,4,4,0.00,227.89,0.00,LAX
172.67.243.86,4,4,0.00,227.91,0.00,LAX
172.66.174.40,4,4,0.00,227.94,0.00,LAX
104.27.126.127,4,4,0.00,227.94,0.00,LAX
104.27.117.167,4,4,0.00,227.96,0.00,LAX
104.18.129.218,4,4,0.00,227.98,0.00,LAX
172.66.217.86,4,4,0.00,227.99,0.00,LAX
104.24.140.21,4,4,0.00,228.03,0.00,LAX
104.16.236.210,4,4,0.00,228.04,0.00,LAX
104.16.208.12,4,4,0.00,228.05,0.00,LAX
104.17.11.144,4,4,0.00,228.14,0.00,LAX
104.18.95.192,4,4,0.00,228.17,0.00,LAX
104.17.201.32,4,4,0.00,228.18,0.00,LAX
104.16.192.71,4,4,0.00,228.26,0.00,LAX
104.16.198.109,4,4,0.00,228.27,0.00,LAX
104.27.45.33,4,4,0.00,228.28,0.00,LAX
104.19.223.135,4,4,0.00,228.29,0.00,LAX
104.16.176.104,4,4,0.00,228.29,0.00,LAX
104.19.139.187,4,4,0.00,228.30,0.00,LAX
104.18.187.15,4,4,0.00,228.30,0.00,LAX
172.66.213.230,4,4,0.00,228.32,0.00,LAX
172.64.92.39,4,4,0.00,228.34,0.00,LAX
104.18.197.0,4,4,0.00,228.35,0.00,LAX
104.17.168.111,4,4,0.00,228.35,0.00,LAX
104.18.244.75,4,4,0.00,228.35,0.00,LAX
104.25.39.43,4,4,0.00,228.39,0.00,LAX
104.18.196.57,4,4,0.00,228.40,0.00,LAX
172.66.0.143,4,4,0.00,228.45,0.00,LAX
162.159.134.68,4,4,0.00,228.45,0.00,LAX
172.67.246.87,4,4,0.00,228.53,0.00,LAX
104.25.218.162,4,4,0.00,228.56,0.00,LAX
104.24.193.15,4,4,0.00,228.60,0.00,LAX
104.17.158.21,4,4,0.00,228.61,0.00,LAX
104.17.179.49,4,4,0.00,228.62,0.00,LAX
104.17.159.35,4,4,0.00,228.65,0.00,LAX
172.66.137.184,4,4,0.00,228.65,0.00,SJC
104.19.164.239,4,4,0.00,228.66,0.00,LAX
104.25.5.158,4,4,0.00,228.69,0.00,LAX
104.25.231.94,4,4,0.00,228.70,0.00,LAX
104.17.178.83,4,4,0.00,228.76,0.00,LAX
104.24.169.31,4,4,0.00,228.77,0.00,LAX
104.18.214.175,4,4,0.00,228.82,0.00,LAX
104.18.122.172,4,4,0.00,228.83,0.00,LAX
172.65.176.95,4,4,0.00,228.83,0.00,LAX
162.159.229.67,4,4,0.00,228.83,0.00,LAX
172.67.249.90,4,4,0.00,228.83,0.00,LAX
173.245.58.177,4,4,0.00,228.84,0.00,LAX
172.67.107.135,4,4,0.00,228.87,0.00,LAX
104.27.199.246,4,4,0.00,228.89,0.00,LAX
104.16.152.208,4,4,0.00,228.89,0.00,LAX
172.66.177.177,4,4,0.00,228.89,0.00,SJC
104.24.58.90,4,4,0.00,228.91,0.00,LAX
198.41.207.252,4,4,0.00,228.93,0.00,LAX
172.67.108.187,4,4,0.00,228.93,0.00,LAX
190.93.247.43,4,4,0.00,228.94,0.00,LAX
104.18.38.28,4,4,0.00,228.94,0.00,LAX
104.18.8.135,4,4,0.00,228.95,0.00,LAX
172.67.160.62,4,4,0.00,228.96,0.00,LAX
104.16.203.109,4,4,0.00,228.96,0.00,LAX
104.25.80.94,4,4,0.00,228.99,0.00,LAX
104.17.10.100,4,4,0.00,229.01,0.00,LAX
104.25.6.76,4,4,0.00,229.03,0.00,LAX
104.25.245.87,4,4,0.00,229.08,0.00,LAX
172.67.129.29,4,4,0.00,229.11,0.00,LAX
104.16.157.7,4,4,0.00,229.13,0.00,LAX
104.24.189.175,4,4,0.00,229.14,0.00,LAX
104.16.225.201,4,4,0.00,229.14,0.00,LAX
104.24.130.137,4,4,0.00,229.15,0.00,LAX
104.18.156.79,4,4,0.00,229.16,0.00,LAX
104.18.56.92,4,4,0.00,229.17,0.00,LAX
104.24.95.254,4,4,0.00,229.17,0.00,LAX
104.16.106.217,4,4,0.00,229.22,0.00,LAX
104.19.197.131,4,4,0.00,229.23,0.00,LAX
104.24.137.68,4,4,0.00,229.23,0.00,LAX
104.27.64.34,4,4,0.00,229.23,0.00,LAX
104.19.63.104,4,4,0.00,229.24,0.00,LAX
104.16.10.229,4,4,0.00,229.24,0.00,LAX
104.16.89.116,4,4,0.00,229.25,0.00,LAX
172.65.172.166,4,4,0.00,229.31,0.00,LAX
104.24.43.162,4,4,0.00,229.31,0.00,LAX
104.27.33.27,4,4,0.00,229.33,0.00,LAX
104.25.100.38,4,4,0.00,229.36,0.00,LAX
104.17.19.102,4,4,0.00,229.37,0.00,LAX
104.17.171.2,4,4,0.00,229.37,0.00,LAX
104.16.108.208,4,4,0.00,229.38,0.00,LAX
162.159.93.220,4,4,0.00,229.39,0.00,LAX
104.24.23.149,4,4,0.00,229.42,0.00,LAX
104.19.69.38,4,4,0.00,229.45,0.00,LAX
104.19.229.215,4,4,0.00,229.53,0.00,LAX
104.16.204.126,4,4,0.00,229.55,0.00,LAX
104.25.201.129,4,4,0.00,229.56,0.00,LAX
104.19.131.64,4,4,0.00,229.57,0.00,LAX
172.66.171.216,4,4,0.00,229.59,0.00,LAX
104.27.80.171,4,4,0.00,229.60,0.00,LAX
104.17.103.86,4,4,0.00,229.61,0.00,LAX
104.27.42.204,4,4,0.00,229.64,0.00,LAX
104.27.192.126,4,4,0.00,229.65,0.00,LAX
104.18.159.88,4,4,0.00,229.67,0.00,LAX
104.16.159.254,4,4,0.00,229.76,0.00,LAX
172.67.100.240,4,4,0.00,229.77,0.00,LAX
172.65.254.172,4,4,0.00,229.78,0.00,LAX
108.162.193.64,4,4,0.00,229.78,0.00,LAX
104.25.46.111,4,4,0.00,229.79,0.00,LAX
104.18.207.177,4,4,0.00,229.79,0.00,LAX
104.19.165.99,4,4,0.00,229.80,0.00,LAX
104.17.151.14,4,4,0.00,229.81,0.00,LAX
104.20.35.118,4,4,0.00,229.82,0.00,LAX
104.24.167.129,4,4,0.00,229.94,0.00,LAX
104.21.72.224,4,4,0.00,229.95,0.00,LAX
104.24.92.44,4,4,0.00,229.95,0.00,LAX
104.24.157.192,4,4,0.00,229.99,0.00,LAX
104.18.53.61,4,4,0.00,229.99,0.00,LAX
104.21.74.10,4,4,0.00,230.01,0.00,LAX
104.21.229.189,4,4,0.00,230.03,0.00,LAX
104.21.76.72,4,4,0.00,230.04,0.00,LAX
104.27.93.20,4,4,0.00,230.07,0.00,LAX
104.21.6.120,4,4,0.00,230.08,0.00,LAX
172.64.49.226,4,4,0.00,230.11,0.00,LAX
104.17.241.236,4,4,0.00,230.15,0.00,LAX
104.25.53.59,4,4,0.00,230.16,0.00,LAX
104.21.52.92,4,4,0.00,230.20,0.00,LAX
172.67.152.43,4,4,0.00,230.24,0.00,LAX
104.27.37.178,4,4,0.00,230.25,0.00,LAX
104.25.77.135,4,4,0.00,230.30,0.00,LAX
104.16.80.87,4,4,0.00,230.33,0.00,LAX
104.27.87.214,4,4,0.00,230.39,0.00,LAX
172.66.199.169,4,4,0.00,230.39,0.00,SJC
172.66.138.47,4,4,0.00,230.44,0.00,LAX
104.19.73.182,4,4,0.00,230.46,0.00,LAX
104.25.211.5,4,4,0.00,230.47,0.00,LAX
104.17.145.47,4,4,0.00,230.47,0.00,LAX
104.25.223.109,4,4,0.00,230.49,0.00,LAX
104.19.44.241,4,4,0.00,230.52,0.00,LAX
104.21.198.219,4,4,0.00,230.54,0.00,LAX
104.21.67.29,4,4,0.00,230.55,0.00,LAX
172.64.86.21,4,4,0.00,230.55,0.00,LAX
172.67.190.128,4,4,0.00,230.56,0.00,LAX
198.41.214.224,4,4,0.00,230.56,0.00,LAX
104.16.189.16,4,4,0.00,230.61,0.00,LAX
104.24.221.117,4,4,0.00,230.64,0.00,LAX
104.16.111.104,4,4,0.00,230.68,0.00,LAX
104.25.179.105,4,4,0.00,230.76,0.00,LAX
104.24.22.33,4,4,0.00,230.77,0.00,LAX
104.17.125.205,4,4,0.00,230.78,0.00,LAX
104.16.51.66,4,4,0.00,230.78,0.00,LAX
104.25.86.215,4,4,0.00,230.79,0.00,LAX
104.24.245.11,4,4,0.00,230.80,0.00,LAX
104.17.132.231,4,4,0.00,230.83,0.00,LAX
104.16.158.58,4,4,0.00,230.87,0.00,LAX
104.16.110.115,4,4,0.00,230.90,0.00,LAX
172.64.68.113,4,4,0.00,230.93,0.00,LAX
172.65.225.253,4,4,0.00,230.95,0.00,LAX
104.21.26.179,4,4,0.00,231.02,0.00,LAX
104.16.184.31,4,4,0.00,231.05,0.00,LAX
104.18.144.88,4,4,0.00,231.05,0.00,LAX
104.16.124.159,4,4,0.00,231.09,0.00,LAX
104.16.147.88,4,4,0.00,231.11,0.00,LAX
104.16.9.188,4,4,0.00,231.22,0.00,LAX
104.17.169.0,4,4,0.00,231.23,0.00,LAX
104.18.91.169,4,4,0.00,231.26,0.00,LAX
104.19.160.223,4,4,0.00,231.27,0.00,LAX
104.18.59.4,4,4,0.00,231.30,0.00,LAX
172.66.128.224,4,4,0.00,231.35,0.00,LAX
172.67.147.152,4,4,0.00,231.39,0.00,LAX
104.24.3.205,4,4,0.00,231.43,0.00,LAX
104.16.201.217,4,4,0.00,231.48,0.00,LAX
104.25.131.204,4,4,0.00,231.49,0.00,LAX
104.21.7.4,4,4,0.00,231.52,0.00,LAX
104.21.94.99,4,4,0.00,231.52,0.00,LAX
104.16.61.63,4,4,0.00,231.53,0.00,LAX
162.159.149.52,4,4,0.00,231.54,0.00,LAX
162.159.128.171,4,4,0.00,231.58,0.00,LAX
172.66.203.65,4,4,0.00,231.62,0.00,LAX
104.16.126.25,4,4,0.00,231.62,0.00,LAX
162.159.246.225,4,4,0.00,231.74,0.00,LAX
104.16.182.35,4,4,0.00,231.75,0.00,LAX
104.16.46.122,4,4,0.00,231.76,0.00,LAX
104.17.200.252,4,4,0.00,231.80,0.00,LAX
172.66.132.223,4,4,0.00,231.81,0.00,SJC
172.65.181.36,4,4,0.00,231.86,0.00,LAX
104.24.197.214,4,4,0.00,231.89,0.00,LAX
104.19.108.45,4,4,0.00,231.90,0.00,LAX
162.159.154.151,4,4,0.00,231.96,0.00,LAX
104.19.190.254,4,4,0.00,231.97,0.00,LAX
108.162.196.240,4,4,0.00,232.00,0.00,LAX
104.24.70.93,4,4,0.00,232.02,0.00,LAX
104.24.230.74,4,4,0.00,232.06,0.00,LAX
104.17.117.27,4,4,0.00,232.15,0.00,LAX
104.19.177.158,4,4,0.00,232.15,0.00,LAX
172.67.96.196,4,4,0.00,232.30,0.00,LAX
104.16.133.181,4,4,0.00,232.31,0.00,LAX
172.66.134.232,4,4,0.00,232.36,0.00,SJC
104.21.57.186,4,4,0.00,232.38,0.00,LAX
104.21.87.156,4,4,0.00,232.40,0.00,LAX
104.17.70.110,4,4,0.00,232.40,0.00,LAX
104.17.237.92,4,4,0.00,232.41,0.00,LAX
104.27.17.248,4,4,0.00,232.42,0.00,LAX
104.25.51.79,4,4,0.00,232.45,0.00,LAX
104.24.21.241,4,4,0.00,232.45,0.00,LAX
104.27.201.117,4,4,0.00,232.51,0.00,LAX
104.16.164.185,4,4,0.00,232.52,0.00,LAX
104.25.85.16,4,4,0.00,232.55,0.00,LAX
104.20.45.32,4,4,0.00,232.65,0.00,LAX
104.18.241.68,4,4,0.00,232.67,0.00,LAX
104.16.160.33,4,4,0.00,232.68,0.00,LAX
104.24.165.35,4,4,0.00,232.69,0.00,LAX
104.27.81.60,4,4,0.00,232.69,0.00,LAX
104.24.200.236,4,4,0.00,232.76,0.00,LAX
162.159.146.97,4,4,0.00,232.78,0.00,LAX
104.21.238.35,4,4,0.00,232.81,0.00,LAX
104.21.231.12,4,4,0.00,232.82,0.00,LAX
104.24.164.149,4,4,0.00,232.82,0.00,LAX
104.17.72.31,4,4,0.00,232.87,0.00,LAX
104.16.5.10,4,4,0.00,232.88,0.00,LAX
172.67.85.39,4,4,0.00,233.05,0.00,LAX
104.21.219.204,4,4,0.00,233.06,0.00,LAX
104.18.19.42,4,4,0.00,233.10,0.00,LAX
172.67.142.224,4,4,0.00,233.14,0.00,LAX
104.19.222.178,4,4,0.00,233.15,0.00,LAX
104.27.63.157,4,4,0.00,233.16,0.00,LAX
173.245.59.52,4,4,0.00,233.17,0.00,LAX
104.18.140.82,4,4,0.00,233.19,0.00,LAX
104.16.114.253,4,4,0.00,233.21,0.00,LAX
104.18.64.245,4,4,0.00,233.24,0.00,LAX
104.17.126.225,4,4,0.00,233.32,0.00,LAX
104.27.43.96,4,4,0.00,233.32,0.00,LAX
162.159.49.33,4,4,0.00,233.45,0.00,LAX
104.18.229.240,4,4,0.00,233.50,0.00,LAX
104.19.117.173,4,4,0.00,233.50,0.00,LAX
172.65.203.41,4,4,0.00,233.51,0.00,LAX
104.25.203.218,4,4,0.00,233.54,0.00,LAX
104.24.204.17,4,4,0.00,233.56,0.00,LAX
104.24.68.177,4,4,0.00,233.62,0.00,LAX
104.24.48.156,4,4,0.00,233.63,0.00,LAX
172.67.66.54,4,4,0.00,233.65,0.00,LAX
104.19.253.32,4,4,0.00,233.67,0.00,LAX
104.17.219.29,4,4,0.00,233.73,0.00,LAX
104.25.159.128,4,4,0.00,233.74,0.00,LAX
104.25.52.209,4,4,0.00,233.76,0.00,LAX
104.18.81.85,4,4,0.00,233.77,0.00,LAX
104.16.42.220,4,4,0.00,233.77,0.00,LAX
104.24.94.247,4,4,0.00,233.82,0.00,LAX
104.19.174.117,4,4,0.00,233.91,0.00,LAX
104.18.111.189,4,4,0.00,233.95,0.00,LAX
